tipotiempo,tiempo,instancia,interacion
_solve_system_time,2.645365,AMPL1,51
_solve_user_time,220.350798,AMPL1,51
_solve_time,222.996163,AMPL1,51
_total_solve_elapsed_time,1754.069041,AMPL1,51
_total_solve_system_time,112.792203,AMPL1,51
_total_solve_user_time,2523.75659,AMPL1,51
_total_solve_time,2636.548793,AMPL1,51
_ampl_elapsed_time,3348.365694,AMPL1,52
_ampl_system_time,64.608316,AMPL1,52
_ampl_user_time,2967.772464,AMPL1,52
_ampl_time,3032.380798,AMPL1,52
_solve_elapsed_time,34.345681,AMPL1,52
_solve_system_time,2.541629,AMPL1,52
_solve_user_time,45.35461,AMPL1,52
_solve_time,47.896239,AMPL1,52
_total_solve_elapsed_time,1788.414722,AMPL1,52
_total_solve_system_time,115.333832,AMPL1,52
_total_solve_user_time,2569.1112,AMPL1,52
_total_solve_time,2684.445032,AMPL1,52
_ampl_elapsed_time,3412.626905,AMPL1,53
_ampl_system_time,65.904712,AMPL1,53
_ampl_user_time,3024.99226,AMPL1,53
_ampl_time,3090.896972,AMPL1,53
_solve_elapsed_time,49.621426,AMPL1,53
_solve_system_time,2.453562,AMPL1,53
_solve_user_time,94.868452,AMPL1,53
_solve_time,97.322014,AMPL1,53
_total_solve_elapsed_time,1838.036148,AMPL1,53
_total_solve_system_time,117.787394,AMPL1,53
_total_solve_user_time,2663.979652,AMPL1,53
_total_solve_time,2781.767046,AMPL1,53
_ampl_elapsed_time,3474.941667,AMPL1,54
_ampl_system_time,67.145357,AMPL1,54
_ampl_user_time,3079.895654,AMPL1,54
_ampl_time,3147.04103,AMPL1,54
_solve_elapsed_time,50.287983,AMPL1,54
_solve_system_time,2.345513,AMPL1,54
_solve_user_time,89.368716,AMPL1,54
_solve_time,91.714229,AMPL1,54
_total_solve_elapsed_time,1888.324131,AMPL1,54
_total_solve_system_time,120.132907,AMPL1,54
_total_solve_user_time,2753.348368,AMPL1,54
_total_solve_time,2873.481275,AMPL1,54
_ampl_elapsed_time,3541.531308,AMPL1,55
_ampl_system_time,68.351894,AMPL1,55
_ampl_user_time,3140.111892,AMPL1,55
_ampl_time,3208.463801,AMPL1,55
_solve_elapsed_time,50.731878,AMPL1,55
_solve_system_time,2.398705,AMPL1,55
_solve_user_time,92.824452,AMPL1,55
_solve_time,95.223157,AMPL1,55
_total_solve_elapsed_time,1939.056009,AMPL1,55
_total_solve_system_time,122.531612,AMPL1,55
_total_solve_user_time,2846.17282,AMPL1,55
_total_solve_time,2968.704432,AMPL1,55
_ampl_elapsed_time,3610.809535,AMPL1,56
_ampl_system_time,69.626214,AMPL1,56
_ampl_user_time,3201.783117,AMPL1,56
_ampl_time,3271.40935,AMPL1,56
_solve_elapsed_time,33.314655,AMPL1,56
_solve_system_time,2.500329,AMPL1,56
_solve_user_time,43.066791,AMPL1,56
_solve_time,45.56712,AMPL1,56
_total_solve_elapsed_time,1972.370664,AMPL1,56
_total_solve_system_time,125.031941,AMPL1,56
_total_solve_user_time,2889.239611,AMPL1,56
_total_solve_time,3014.271552,AMPL1,56
_ampl_elapsed_time,3681.343539,AMPL1,57
_ampl_system_time,70.863824,AMPL1,57
_ampl_user_time,3264.085617,AMPL1,57
_ampl_time,3334.949441,AMPL1,57
_solve_elapsed_time,48.150804,AMPL1,57
_solve_system_time,2.509107,AMPL1,57
_solve_user_time,79.7595,AMPL1,57
_solve_time,82.268607,AMPL1,57
_total_solve_elapsed_time,2020.521468,AMPL1,57
_total_solve_system_time,127.541048,AMPL1,57
_total_solve_user_time,2968.999111,AMPL1,57
_total_solve_time,3096.540159,AMPL1,57
_ampl_elapsed_time,3749.500677,AMPL1,58
_ampl_system_time,72.178177,AMPL1,58
_ampl_user_time,3325.031575,AMPL1,58
_ampl_time,3397.209765,AMPL1,58
_solve_elapsed_time,54.618326,AMPL1,58
_solve_system_time,2.604514,AMPL1,58
_solve_user_time,101.46182,AMPL1,58
_solve_time,104.066334,AMPL1,58
_total_solve_elapsed_time,2075.139794,AMPL1,58
_total_solve_system_time,130.145562,AMPL1,58
_total_solve_user_time,3070.460931,AMPL1,58
_total_solve_time,3200.606493,AMPL1,58
_ampl_elapsed_time,3824.15686,AMPL1,59
_ampl_system_time,73.548608,AMPL1,59
_ampl_user_time,3392.080739,AMPL1,59
_ampl_time,3465.629356,AMPL1,59
_solve_elapsed_time,43.106959,AMPL1,59
_solve_system_time,2.286822,AMPL1,59
_solve_user_time,82.560479,AMPL1,59
_solve_time,84.847301,AMPL1,59
_total_solve_elapsed_time,2118.246753,AMPL1,59
_total_solve_system_time,132.432384,AMPL1,59
_total_solve_user_time,3153.02141,AMPL1,59
_total_solve_time,3285.453794,AMPL1,59
_ampl_elapsed_time,3885.326746,AMPL1,60
_ampl_system_time,74.720315,AMPL1,60
_ampl_user_time,3446.700462,AMPL1,60
_ampl_time,3521.420795,AMPL1,60
_solve_elapsed_time,41.260925,AMPL1,60
_solve_system_time,2.189163,AMPL1,60
_solve_user_time,72.280616,AMPL1,60
_solve_time,74.469779,AMPL1,60
_total_solve_elapsed_time,2159.507678,AMPL1,60
_total_solve_system_time,134.621547,AMPL1,60
_total_solve_user_time,3225.302026,AMPL1,60
_total_solve_time,3359.923573,AMPL1,60
_ampl_elapsed_time,3945.870766,AMPL1,61
_ampl_system_time,75.885992,AMPL1,61
_ampl_user_time,3500.986826,AMPL1,61
_ampl_time,3576.872833,AMPL1,61
_solve_elapsed_time,37.919669,AMPL1,61
_solve_system_time,2.39635,AMPL1,61
_solve_user_time,61.38481,AMPL1,61
_solve_time,63.78116,AMPL1,61
_total_solve_elapsed_time,2197.427347,AMPL1,61
_total_solve_system_time,137.017897,AMPL1,61
_total_solve_user_time,3286.686836,AMPL1,61
_total_solve_time,3423.704733,AMPL1,61
_ampl_elapsed_time,4010.480195,AMPL1,62
_ampl_system_time,77.092601,AMPL1,62
_ampl_user_time,3557.576599,AMPL1,62
_ampl_time,3634.669228,AMPL1,62
_solve_elapsed_time,35.899861,AMPL1,62
_solve_system_time,2.415681,AMPL1,62
_solve_user_time,49.154955,AMPL1,62
_solve_time,51.570636,AMPL1,62
_total_solve_elapsed_time,2233.327208,AMPL1,62
_total_solve_system_time,139.433578,AMPL1,62
_total_solve_user_time,3335.841791,AMPL1,62
_total_solve_time,3475.275369,AMPL1,62
_ampl_elapsed_time,4085.665906,AMPL1,63
_ampl_system_time,78.404909,AMPL1,63
_ampl_user_time,3624.261383,AMPL1,63
_ampl_time,3702.666307,AMPL1,63
_solve_elapsed_time,85.27424,AMPL1,63
_solve_system_time,2.96001,AMPL1,63
_solve_user_time,207.687196,AMPL1,63
_solve_time,210.647206,AMPL1,63
_total_solve_elapsed_time,2318.601448,AMPL1,63
_total_solve_system_time,142.393588,AMPL1,63
_total_solve_user_time,3543.528987,AMPL1,63
_total_solve_time,3685.922575,AMPL1,63
_ampl_elapsed_time,4162.243704,AMPL1,64
_ampl_system_time,79.804586,AMPL1,64
_ampl_user_time,3690.291407,AMPL1,64
_ampl_time,3770.096007,AMPL1,64
_solve_elapsed_time,56.189463,AMPL1,64
_solve_system_time,2.729561,AMPL1,64
_solve_user_time,111.06922,AMPL1,64
_solve_time,113.798781,AMPL1,64
_total_solve_elapsed_time,2374.790911,AMPL1,64
_total_solve_system_time,145.123149,AMPL1,64
_total_solve_user_time,3654.598207,AMPL1,64
_total_solve_time,3799.721356,AMPL1,64
_ampl_elapsed_time,4238.159819,AMPL1,65
_ampl_system_time,81.081013,AMPL1,65
_ampl_user_time,3758.973136,AMPL1,65
_ampl_time,3840.054149,AMPL1,65
_solve_elapsed_time,67.805335,AMPL1,65
_solve_system_time,2.473743,AMPL1,65
_solve_user_time,153.699999,AMPL1,65
_solve_time,156.173742,AMPL1,65
_total_solve_elapsed_time,2442.596246,AMPL1,65
_total_solve_system_time,147.596892,AMPL1,65
_total_solve_user_time,3808.298206,AMPL1,65
_total_solve_time,3955.895098,AMPL1,65
_ampl_elapsed_time,4299.743523,AMPL1,66
_ampl_system_time,82.292311,AMPL1,66
_ampl_user_time,3815.00859,AMPL1,66
_ampl_time,3897.30091,AMPL1,66
_solve_elapsed_time,107.519572,AMPL1,66
_solve_system_time,2.480353,AMPL1,66
_solve_user_time,312.961898,AMPL1,66
_solve_time,315.442251,AMPL1,66
_total_solve_elapsed_time,2550.115818,AMPL1,66
_total_solve_system_time,150.077245,AMPL1,66
_total_solve_user_time,4121.260104,AMPL1,66
_total_solve_time,4271.337349,AMPL1,66
_ampl_elapsed_time,4365.203649,AMPL1,67
_ampl_system_time,83.621681,AMPL1,67
_ampl_user_time,3874.051107,AMPL1,67
_ampl_time,3957.672806,AMPL1,67
_solve_elapsed_time,65.809993,AMPL1,67
_solve_system_time,2.489481,AMPL1,67
_solve_user_time,149.007977,AMPL1,67
_solve_time,151.497458,AMPL1,67
_total_solve_elapsed_time,2615.925811,AMPL1,67
_total_solve_system_time,152.566726,AMPL1,67
_total_solve_user_time,4270.268081,AMPL1,67
_total_solve_time,4422.834807,AMPL1,67
_ampl_elapsed_time,4436.301193,AMPL1,68
_ampl_system_time,84.964796,AMPL1,68
_ampl_user_time,3938.895301,AMPL1,68
_ampl_time,4023.860097,AMPL1,68
_solve_elapsed_time,64.230026,AMPL1,68
_solve_system_time,2.795378,AMPL1,68
_solve_user_time,139.791743,AMPL1,68
_solve_time,142.587121,AMPL1,68
_total_solve_elapsed_time,2680.155837,AMPL1,68
_total_solve_system_time,155.362104,AMPL1,68
_total_solve_user_time,4410.059824,AMPL1,68
_total_solve_time,4565.421928,AMPL1,68
_ampl_elapsed_time,4508.811566,AMPL1,69
_ampl_system_time,86.356078,AMPL1,69
_ampl_user_time,4004.519723,AMPL1,69
_ampl_time,4090.875825,AMPL1,69
_solve_elapsed_time,319.516068,AMPL1,69
_solve_system_time,3.668487,AMPL1,69
_solve_user_time,1002.03621,AMPL1,69
_solve_time,1005.704697,AMPL1,69
_total_solve_elapsed_time,2999.671905,AMPL1,69
_total_solve_system_time,159.030591,AMPL1,69
_total_solve_user_time,5412.096034,AMPL1,69
_total_solve_time,5571.126625,AMPL1,69
_ampl_elapsed_time,4581.175269,AMPL1,70
_ampl_system_time,87.704425,AMPL1,70
_ampl_user_time,4069.759838,AMPL1,70
_ampl_time,4157.464278,AMPL1,70
_solve_elapsed_time,65.365253,AMPL1,70
_solve_system_time,2.898503,AMPL1,70
_solve_user_time,133.553791,AMPL1,70
_solve_time,136.452294,AMPL1,70
_total_solve_elapsed_time,3065.037158,AMPL1,70
_total_solve_system_time,161.929094,AMPL1,70
_total_solve_user_time,5545.649825,AMPL1,70
_total_solve_time,5707.578919,AMPL1,70
_ampl_elapsed_time,4652.767334,AMPL1,71
_ampl_system_time,89.10169,AMPL1,71
_ampl_user_time,4135.256573,AMPL1,71
_ampl_time,4224.35828,AMPL1,71
_solve_elapsed_time,188.20093,AMPL1,71
_solve_system_time,3.112888,AMPL1,71
_solve_user_time,554.888123,AMPL1,71
_solve_time,558.001011,AMPL1,71
_total_solve_elapsed_time,3253.238088,AMPL1,71
_total_solve_system_time,165.041982,AMPL1,71
_total_solve_user_time,6100.537948,AMPL1,71
_total_solve_time,6265.57993,AMPL1,71
_ampl_elapsed_time,4727.521873,AMPL1,72
_ampl_system_time,90.509729,AMPL1,72
_ampl_user_time,4203.435844,AMPL1,72
_ampl_time,4293.945573,AMPL1,72
_solve_elapsed_time,84.155012,AMPL1,72
_solve_system_time,3.014071,AMPL1,72
_solve_user_time,205.241484,AMPL1,72
_solve_time,208.255555,AMPL1,72
_total_solve_elapsed_time,3337.3931,AMPL1,72
_total_solve_system_time,168.056053,AMPL1,72
_total_solve_user_time,6305.779432,AMPL1,72
_total_solve_time,6473.835485,AMPL1,72
_ampl_elapsed_time,4801.411965,AMPL1,73
_ampl_system_time,91.838804,AMPL1,73
_ampl_user_time,4269.495876,AMPL1,73
_ampl_time,4361.334695,AMPL1,73
_solve_elapsed_time,90.035095,AMPL1,73
_solve_system_time,2.720566,AMPL1,73
_solve_user_time,226.972994,AMPL1,73
_solve_time,229.69356,AMPL1,73
_total_solve_elapsed_time,3427.428195,AMPL1,73
_total_solve_system_time,170.776619,AMPL1,73
_total_solve_user_time,6532.752426,AMPL1,73
_total_solve_time,6703.529045,AMPL1,73
_ampl_elapsed_time,4878.701997,AMPL1,74
_ampl_system_time,93.295791,AMPL1,74
_ampl_user_time,4340.521154,AMPL1,74
_ampl_time,4433.816964,AMPL1,74
_solve_elapsed_time,90.087978,AMPL1,74
_solve_system_time,2.881951,AMPL1,74
_solve_user_time,214.933053,AMPL1,74
_solve_time,217.815004,AMPL1,74
_total_solve_elapsed_time,3517.516173,AMPL1,74
_total_solve_system_time,173.65857,AMPL1,74
_total_solve_user_time,6747.685479,AMPL1,74
_total_solve_time,6921.344049,AMPL1,74
_ampl_elapsed_time,4954.021456,AMPL1,75
_ampl_system_time,94.624764,AMPL1,75
_ampl_user_time,4407.249978,AMPL1,75
_ampl_time,4501.874758,AMPL1,75
_solve_elapsed_time,78.986496,AMPL1,75
_solve_system_time,3.088594,AMPL1,75
_solve_user_time,176.563014,AMPL1,75
_solve_time,179.651608,AMPL1,75
_total_solve_elapsed_time,3596.502669,AMPL1,75
_total_solve_system_time,176.747164,AMPL1,75
_total_solve_user_time,6924.248493,AMPL1,75
_total_solve_time,7100.995657,AMPL1,75
_ampl_elapsed_time,5025.60817,AMPL1,76
_ampl_system_time,95.884107,AMPL1,76
_ampl_user_time,4471.155484,AMPL1,76
_ampl_time,4567.039609,AMPL1,76
_solve_elapsed_time,73.879692,AMPL1,76
_solve_system_time,2.818831,AMPL1,76
_solve_user_time,162.50043,AMPL1,76
_solve_time,165.319261,AMPL1,76
_total_solve_elapsed_time,3670.382361,AMPL1,76
_total_solve_system_time,179.565995,AMPL1,76
_total_solve_user_time,7086.748923,AMPL1,76
_total_solve_time,7266.314918,AMPL1,76
_ampl_elapsed_time,5096.05804,AMPL1,77
_ampl_system_time,97.249279,AMPL1,77
_ampl_user_time,4534.96111,AMPL1,77
_ampl_time,4632.210404,AMPL1,77
_solve_elapsed_time,70.704306,AMPL1,77
_solve_system_time,3.070261,AMPL1,77
_solve_user_time,146.787754,AMPL1,77
_solve_time,149.858015,AMPL1,77
_total_solve_elapsed_time,3741.086667,AMPL1,77
_total_solve_system_time,182.636256,AMPL1,77
_total_solve_user_time,7233.536677,AMPL1,77
_total_solve_time,7416.172933,AMPL1,77
_ampl_elapsed_time,5166.179411,AMPL1,78
_ampl_system_time,98.500734,AMPL1,78
_ampl_user_time,4598.762504,AMPL1,78
_ampl_time,4697.263258,AMPL1,78
_solve_elapsed_time,53.563856,AMPL1,78
_solve_system_time,2.730946,AMPL1,78
_solve_user_time,101.964109,AMPL1,78
_solve_time,104.695055,AMPL1,78
_total_solve_elapsed_time,3794.650523,AMPL1,78
_total_solve_system_time,185.367202,AMPL1,78
_total_solve_user_time,7335.500786,AMPL1,78
_total_solve_time,7520.867988,AMPL1,78
_ampl_elapsed_time,5233.952812,AMPL1,79
_ampl_system_time,99.758367,AMPL1,79
_ampl_user_time,4660.570037,AMPL1,79
_ampl_time,4760.328426,AMPL1,79
_solve_elapsed_time,68.054937,AMPL1,79
_solve_system_time,2.725168,AMPL1,79
_solve_user_time,144.247009,AMPL1,79
_solve_time,146.972177,AMPL1,79
_total_solve_elapsed_time,3862.70546,AMPL1,79
_total_solve_system_time,188.09237,AMPL1,79
_total_solve_user_time,7479.747795,AMPL1,79
_total_solve_time,7667.840165,AMPL1,79
_ampl_elapsed_time,5302.429956,AMPL1,80
_ampl_system_time,101.034822,AMPL1,80
_ampl_user_time,4722.078519,AMPL1,80
_ampl_time,4823.113364,AMPL1,80
_solve_elapsed_time,59.513395,AMPL1,80
_solve_system_time,2.673205,AMPL1,80
_solve_user_time,125.850301,AMPL1,80
_solve_time,128.523506,AMPL1,80
_total_solve_elapsed_time,3922.218855,AMPL1,80
_total_solve_system_time,190.765575,AMPL1,80
_total_solve_user_time,7605.598096,AMPL1,80
_total_solve_time,7796.363671,AMPL1,80
_ampl_elapsed_time,5375.27802,AMPL1,81
_ampl_system_time,102.284126,AMPL1,81
_ampl_user_time,4786.619871,AMPL1,81
_ampl_time,4888.904013,AMPL1,81
_solve_elapsed_time,43.418408,AMPL1,81
_solve_system_time,2.844215,AMPL1,81
_solve_user_time,61.051571,AMPL1,81
_solve_time,63.895786,AMPL1,81
_total_solve_elapsed_time,3965.637263,AMPL1,81
_total_solve_system_time,193.60979,AMPL1,81
_total_solve_user_time,7666.649667,AMPL1,81
_total_solve_time,7860.259457,AMPL1,81
_ampl_elapsed_time,5452.292433,AMPL1,82
_ampl_system_time,103.576577,AMPL1,82
_ampl_user_time,4855.761976,AMPL1,82
_ampl_time,4959.338566,AMPL1,82
_solve_elapsed_time,66.007193,AMPL1,82
_solve_system_time,2.94806,AMPL1,82
_solve_user_time,127.546464,AMPL1,82
_solve_time,130.494524,AMPL1,82
_total_solve_elapsed_time,4031.644456,AMPL1,82
_total_solve_system_time,196.55785,AMPL1,82
_total_solve_user_time,7794.196131,AMPL1,82
_total_solve_time,7990.753981,AMPL1,82
_ampl_elapsed_time,5523.641558,AMPL1,83
_ampl_system_time,104.869961,AMPL1,83
_ampl_user_time,4919.897941,AMPL1,83
_ampl_time,5024.767917,AMPL1,83
_solve_elapsed_time,49.166761,AMPL1,83
_solve_system_time,2.449444,AMPL1,83
_solve_user_time,83.814221,AMPL1,83
_solve_time,86.263665,AMPL1,83
_total_solve_elapsed_time,4080.811217,AMPL1,83
_total_solve_system_time,199.007294,AMPL1,83
_total_solve_user_time,7878.010352,AMPL1,83
_total_solve_time,8077.017646,AMPL1,83
_ampl_elapsed_time,5595.776255,AMPL1,84
_ampl_system_time,106.294316,AMPL1,84
_ampl_user_time,4983.312892,AMPL1,84
_ampl_time,5089.607222,AMPL1,84
_solve_elapsed_time,40.569922,AMPL1,84
_solve_system_time,2.819042,AMPL1,84
_solve_user_time,59.165582,AMPL1,84
_solve_time,61.984624,AMPL1,84
_total_solve_elapsed_time,4121.381139,AMPL1,84
_total_solve_system_time,201.826336,AMPL1,84
_total_solve_user_time,7937.175934,AMPL1,84
_total_solve_time,8139.00227,AMPL1,84
_ampl_elapsed_time,5667.730151,AMPL1,85
_ampl_system_time,107.577721,AMPL1,85
_ampl_user_time,5046.359694,AMPL1,85
_ampl_time,5153.938395,AMPL1,85
_solve_elapsed_time,63.82589,AMPL1,85
_solve_system_time,2.59907,AMPL1,85
_solve_user_time,140.447481,AMPL1,85
_solve_time,143.046551,AMPL1,85
_total_solve_elapsed_time,4185.207029,AMPL1,85
_total_solve_system_time,204.425406,AMPL1,85
_total_solve_user_time,8077.623415,AMPL1,85
_total_solve_time,8282.048821,AMPL1,85
_ampl_elapsed_time,5741.310639,AMPL1,86
_ampl_system_time,109.004781,AMPL1,86
_ampl_user_time,5111.896375,AMPL1,86
_ampl_time,5220.901176,AMPL1,86
_solve_elapsed_time,44.065892,AMPL1,86
_solve_system_time,2.920306,AMPL1,86
_solve_user_time,67.871553,AMPL1,86
_solve_time,70.791859,AMPL1,86
_total_solve_elapsed_time,4229.272921,AMPL1,86
_total_solve_system_time,207.345712,AMPL1,86
_total_solve_user_time,8145.494968,AMPL1,86
_total_solve_time,8352.84068,AMPL1,86
_ampl_elapsed_time,5817.822241,AMPL1,87
_ampl_system_time,110.352211,AMPL1,87
_ampl_user_time,5180.653027,AMPL1,87
_ampl_time,5291.005248,AMPL1,87
_solve_elapsed_time,63.324434,AMPL1,87
_solve_system_time,2.80729,AMPL1,87
_solve_user_time,123.500954,AMPL1,87
_solve_time,126.308244,AMPL1,87
_total_solve_elapsed_time,4292.597355,AMPL1,87
_total_solve_system_time,210.153002,AMPL1,87
_total_solve_user_time,8268.995922,AMPL1,87
_total_solve_time,8479.148924,AMPL1,87
_ampl_elapsed_time,5888.187165,AMPL1,88
_ampl_system_time,111.612545,AMPL1,88
_ampl_user_time,5245.088504,AMPL1,88
_ampl_time,5356.701068,AMPL1,88
_solve_elapsed_time,55.716109,AMPL1,88
_solve_system_time,2.606545,AMPL1,88
_solve_user_time,119.772387,AMPL1,88
_solve_time,122.378932,AMPL1,88
_total_solve_elapsed_time,4348.313464,AMPL1,88
_total_solve_system_time,212.759547,AMPL1,88
_total_solve_user_time,8388.768309,AMPL1,88
_total_solve_time,8601.527856,AMPL1,88
_ampl_elapsed_time,5951.815813,AMPL1,89
_ampl_system_time,112.800173,AMPL1,89
_ampl_user_time,5300.720212,AMPL1,89
_ampl_time,5413.520401,AMPL1,89
_solve_elapsed_time,31.631319,AMPL1,89
_solve_system_time,2.151691,AMPL1,89
_solve_user_time,40.831016,AMPL1,89
_solve_time,42.982707,AMPL1,89
_total_solve_elapsed_time,4379.944783,AMPL1,89
_total_solve_system_time,214.911238,AMPL1,89
_total_solve_user_time,8429.599325,AMPL1,89
_total_solve_time,8644.510563,AMPL1,89
_ampl_elapsed_time,6014.767,AMPL1,90
_ampl_system_time,114.162298,AMPL1,90
_ampl_user_time,5356.780641,AMPL1,90
_ampl_time,5470.942947,AMPL1,90
_solve_elapsed_time,38.246575,AMPL1,90
_solve_system_time,2.15153,AMPL1,90
_solve_user_time,61.953058,AMPL1,90
_solve_time,64.104588,AMPL1,90
_total_solve_elapsed_time,4418.191358,AMPL1,90
_total_solve_system_time,217.062768,AMPL1,90
_total_solve_user_time,8491.552383,AMPL1,90
_total_solve_time,8708.615151,AMPL1,90
_ampl_elapsed_time,6085.860192,AMPL1,91
_ampl_system_time,115.55155,AMPL1,91
_ampl_user_time,5418.664727,AMPL1,91
_ampl_time,5534.216296,AMPL1,91
_solve_elapsed_time,54.545385,AMPL1,91
_solve_system_time,2.802687,AMPL1,91
_solve_user_time,99.957245,AMPL1,91
_solve_time,102.759932,AMPL1,91
_total_solve_elapsed_time,4472.736743,AMPL1,91
_total_solve_system_time,219.865455,AMPL1,91
_total_solve_user_time,8591.509628,AMPL1,91
_total_solve_time,8811.375083,AMPL1,91
_ampl_elapsed_time,6156.952578,AMPL1,92
_ampl_system_time,116.930773,AMPL1,92
_ampl_user_time,5482.241407,AMPL1,92
_ampl_time,5599.17218,AMPL1,92
_solve_elapsed_time,36.063704,AMPL1,92
_solve_system_time,2.763908,AMPL1,92
_solve_user_time,43.861191,AMPL1,92
_solve_time,46.625099,AMPL1,92
_total_solve_elapsed_time,4508.800447,AMPL1,92
_total_solve_system_time,222.629363,AMPL1,92
_total_solve_user_time,8635.370819,AMPL1,92
_total_solve_time,8858.000182,AMPL1,92
_ampl_elapsed_time,6226.826132,AMPL1,93
_ampl_system_time,118.149287,AMPL1,93
_ampl_user_time,5544.537748,AMPL1,93
_ampl_time,5662.687051,AMPL1,93
_solve_elapsed_time,57.83494,AMPL1,93
_solve_system_time,2.863212,AMPL1,93
_solve_user_time,108.282205,AMPL1,93
_solve_time,111.145417,AMPL1,93
_total_solve_elapsed_time,4566.635387,AMPL1,93
_total_solve_system_time,225.492575,AMPL1,93
_total_solve_user_time,8743.653024,AMPL1,93
_total_solve_time,8969.145599,AMPL1,93
_ampl_elapsed_time,6299.215684,AMPL1,94
_ampl_system_time,119.512694,AMPL1,94
_ampl_user_time,5609.765486,AMPL1,94
_ampl_time,5729.278199,AMPL1,94
_solve_elapsed_time,60.223588,AMPL1,94
_solve_system_time,2.975252,AMPL1,94
_solve_user_time,112.223891,AMPL1,94
_solve_time,115.199143,AMPL1,94
_total_solve_elapsed_time,4626.858975,AMPL1,94
_total_solve_system_time,228.467827,AMPL1,94
_total_solve_user_time,8855.876915,AMPL1,94
_total_solve_time,9084.344742,AMPL1,94
_ampl_elapsed_time,6379.533317,AMPL1,95
_ampl_system_time,120.914973,AMPL1,95
_ampl_user_time,5681.359767,AMPL1,95
_ampl_time,5802.274757,AMPL1,95
_solve_elapsed_time,52.220912,AMPL1,95
_solve_system_time,3.075588,AMPL1,95
_solve_user_time,84.076785,AMPL1,95
_solve_time,87.152373,AMPL1,95
_total_solve_elapsed_time,4679.079887,AMPL1,95
_total_solve_system_time,231.543415,AMPL1,95
_total_solve_user_time,8939.9537,AMPL1,95
_total_solve_time,9171.497115,AMPL1,95
_ampl_elapsed_time,6452.125544,AMPL1,96
_ampl_system_time,122.285244,AMPL1,96
_ampl_user_time,5747.723096,AMPL1,96
_ampl_time,5870.008349,AMPL1,96
_solve_elapsed_time,34.216523,AMPL1,96
_solve_system_time,2.982002,AMPL1,96
_solve_user_time,35.630183,AMPL1,96
_solve_time,38.612185,AMPL1,96
_total_solve_elapsed_time,4713.29641,AMPL1,96
_total_solve_system_time,234.525417,AMPL1,96
_total_solve_user_time,8975.583883,AMPL1,96
_total_solve_time,9210.1093,AMPL1,96
_ampl_elapsed_time,6530.568176,AMPL1,97
_ampl_system_time,123.929164,AMPL1,97
_ampl_user_time,5817.915606,AMPL1,97
_ampl_time,5941.84477,AMPL1,97
_solve_elapsed_time,54.552391,AMPL1,97
_solve_system_time,3.970269,AMPL1,97
_solve_user_time,86.864446,AMPL1,97
_solve_time,90.834715,AMPL1,97
_total_solve_elapsed_time,4767.848801,AMPL1,97
